Timestamp,Temperature_Celsius,Relative_Humidity
2022-08-30 07:27:00,24,71.3
2022-08-30 07:42:00,24,71.3
2022-08-30 07:57:00,23.9,71.3
2022-08-30 08:12:00,23.8,71.3
2022-08-30 08:27:00,23.8,71.2
2022-08-30 08:42:00,23.7,71.2
2022-08-30 08:57:00,23.6,71.2
2022-08-30 09:12:00,23.5,71.2
2022-08-30 09:27:00,23.4,71.2
2022-08-30 09:42:00,23.4,71.2
2022-08-30 09:57:00,23.3,71.2
2022-08-30 10:12:00,23.2,71.2
2022-08-30 10:27:00,23.1,71.2
2022-08-30 10:42:00,23,71.2
2022-08-30 10:57:00,23,71.2
2022-08-30 11:12:00,22.9,71.2
2022-08-30 11:27:00,22.8,71.2
2022-08-30 11:42:00,22.7,71.2
2022-08-30 11:57:00,22.6,71.2
2022-08-30 12:12:00,22.5,71.2
2022-08-30 12:27:00,22.5,71.2
2022-08-30 12:42:00,22.4,71.2
2022-08-30 12:57:00,22.3,71.2
2022-08-30 13:12:00,22.2,71.2
2022-08-30 13:27:00,22.1,71.2
2022-08-30 13:42:00,22.1,71.2
2022-08-30 13:57:00,22,71.2
2022-08-30 14:12:00,22,71.3
2022-08-30 14:27:00,21.9,71.3
2022-08-30 14:42:00,21.9,71.3
2022-08-30 14:57:00,21.8,71.3
2022-08-30 15:12:00,21.8,71.3
2022-08-30 15:27:00,21.8,71.4
2022-08-30 15:42:00,21.8,71.4
2022-08-30 15:57:00,21.7,71.5
2022-08-30 16:12:00,21.7,71.5
2022-08-30 16:27:00,21.7,71.5
2022-08-30 16:42:00,21.7,71.6
2022-08-30 16:57:00,21.7,71.6
2022-08-30 17:12:00,21.7,71.7
2022-08-30 17:27:00,21.7,71.8
2022-08-30 17:42:00,21.8,71.8
2022-08-30 17:57:00,21.9,72
2022-08-30 18:12:00,21.9,72.1
2022-08-30 18:27:00,22,72.2
2022-08-30 18:42:00,22.1,72.2
2022-08-30 18:57:00,22.2,72.3
2022-08-30 19:12:00,22.3,72.3
2022-08-30 19:27:00,22.3,72.4
2022-08-30 19:42:00,22.4,72.4
2022-08-30 19:57:00,22.5,72.4
2022-08-30 20:12:00,22.5,72.4
2022-08-30 20:27:00,22.6,72.4
2022-08-30 20:42:00,22.6,72.4
2022-08-30 20:57:00,22.7,72.5
2022-08-30 21:12:00,22.7,72.5
2022-08-30 21:27:00,22.8,72.6
2022-08-30 21:42:00,22.9,72.6
2022-08-30 21:57:00,23,72.6
2022-08-30 22:12:00,23,72.7
2022-08-30 22:27:00,23,72.7
2022-08-30 22:42:00,23.1,72.8
2022-08-30 22:57:00,23.2,72.8
2022-08-30 23:12:00,23.3,72.8
2022-08-30 23:27:00,23.3,72.9
2022-08-30 23:42:00,23.4,72.9
2022-08-30 23:57:00,23.5,73
2022-08-31 00:12:00,23.5,73
2022-08-31 00:27:00,23.6,73
2022-08-31 00:42:00,23.7,73.1
2022-08-31 00:57:00,23.8,73.1
2022-08-31 01:12:00,23.8,73.2
2022-08-31 01:27:00,23.9,73.2
2022-08-31 01:42:00,24,73.2
2022-08-31 01:57:00,24,73.2
2022-08-31 02:12:00,24.1,73.3
2022-08-31 02:27:00,24.2,73.3
2022-08-31 02:42:00,24.2,73.3
2022-08-31 02:57:00,24.2,73.3
2022-08-31 03:12:00,24.3,73.3
2022-08-31 03:27:00,24.3,73.2
2022-08-31 03:42:00,24.4,73.2
2022-08-31 03:57:00,24.4,73.2
2022-08-31 04:12:00,24.3,72.9
2022-08-31 04:27:00,24.3,73
2022-08-31 04:42:00,24.3,73
2022-08-31 04:57:00,24.3,73
2022-08-31 05:12:00,24.2,73
2022-08-31 05:27:00,24.2,73
2022-08-31 05:42:00,24.1,73
2022-08-31 05:57:00,24.1,73
2022-08-31 06:12:00,24.1,73
2022-08-31 06:27:00,24,73
2022-08-31 06:42:00,24,73
2022-08-31 06:57:00,24,72.9
2022-08-31 07:12:00,23.9,72.9
2022-08-31 07:27:00,23.9,72.9
2022-08-31 07:42:00,23.8,72.9
2022-08-31 07:57:00,23.7,72.8
2022-08-31 08:12:00,23.6,72.7
2022-08-31 08:27:00,23.5,72.7
2022-08-31 08:42:00,23.5,72.7
2022-08-31 08:57:00,23.4,72.6
2022-08-31 09:12:00,23.3,72.6
2022-08-31 09:27:00,23.1,72.6
2022-08-31 09:42:00,23,72.5
2022-08-31 09:57:00,23,72.5
2022-08-31 10:12:00,22.9,72.5
2022-08-31 10:27:00,22.8,72.4
2022-08-31 10:42:00,22.6,72.4
2022-08-31 10:57:00,22.5,72.4
2022-08-31 11:12:00,22.5,72.4
2022-08-31 11:27:00,22.4,72.3
2022-08-31 11:42:00,22.2,72.3
2022-08-31 11:57:00,22.1,72.3
2022-08-31 12:12:00,22.1,72.3
2022-08-31 12:27:00,22,72.4
2022-08-31 12:42:00,22,72.4
2022-08-31 12:57:00,21.9,72.4
2022-08-31 13:12:00,21.9,72.5
2022-08-31 13:27:00,21.8,72.5
2022-08-31 13:42:00,21.8,72.5
2022-08-31 13:57:00,21.7,72.5
2022-08-31 14:12:00,21.7,72.5
2022-08-31 14:27:00,21.6,72.5
2022-08-31 14:42:00,21.6,72.5
2022-08-31 14:57:00,21.6,72.5
2022-08-31 15:12:00,21.5,72.5
2022-08-31 15:27:00,21.5,72.5
2022-08-31 15:42:00,21.5,72.6
2022-08-31 15:57:00,21.5,72.6
2022-08-31 16:12:00,21.5,72.7
2022-08-31 16:27:00,21.5,72.9
2022-08-31 16:42:00,21.6,72.9
2022-08-31 16:57:00,21.6,72.9
2022-08-31 17:12:00,21.6,72.9
2022-08-31 17:27:00,21.6,72.9
2022-08-31 17:42:00,21.6,73
2022-08-31 17:57:00,21.7,73
2022-08-31 18:12:00,21.7,73
2022-08-31 18:27:00,21.8,73.1
2022-08-31 18:42:00,21.7,72.5
2022-08-31 18:57:00,21.5,72.5
2022-08-31 19:12:00,21.5,72.6
2022-08-31 19:27:00,21.5,72.7
2022-08-31 19:42:00,21.5,72.8
2022-08-31 19:57:00,21.5,72.9
2022-08-31 20:12:00,21.5,72.9
2022-08-31 20:27:00,21.5,73.2
2022-08-31 20:42:00,21.7,73.5
2022-08-31 20:57:00,21.8,73.6
2022-08-31 21:12:00,22,73.7
2022-08-31 21:27:00,22,73.7
2022-08-31 21:42:00,22.2,73.8
2022-08-31 21:57:00,22.3,73.8
2022-08-31 22:12:00,22.4,73.9
2022-08-31 22:27:00,22.5,73.9
2022-08-31 22:42:00,22.6,73.9
2022-08-31 22:57:00,22.7,73.9
2022-08-31 23:12:00,22.8,74
2022-08-31 23:27:00,23,74.1
2022-08-31 23:42:00,23,74.1
2022-08-31 23:57:00,23.2,74.1
2022-09-01 00:12:00,23.2,74.2
2022-09-01 00:27:00,23.4,74.2
2022-09-01 00:42:00,23.5,74.3
2022-09-01 00:57:00,23.5,74.3
2022-09-01 01:12:00,23.7,74.3
2022-09-01 01:27:00,23.8,74.4
2022-09-01 01:42:00,23.9,74.4
2022-09-01 01:57:00,24,74.4
2022-09-01 02:12:00,24,74.4
2022-09-01 02:27:00,24.1,74.3
2022-09-01 02:42:00,24.1,74.4
2022-09-01 02:57:00,24.2,74.3
2022-09-01 03:12:00,24.3,74.3
2022-09-01 03:27:00,24.3,74.3
2022-09-01 03:42:00,24.4,74.3
2022-09-01 03:57:00,24.4,74.3
2022-09-01 04:12:00,24.4,74.2
2022-09-01 04:27:00,24.4,74.1
2022-09-01 04:42:00,24.4,74.1
2022-09-01 04:57:00,24.4,74.1
2022-09-01 05:12:00,24.4,74.1
2022-09-01 05:27:00,24.3,74.1
2022-09-01 05:42:00,24.3,74
2022-09-01 05:57:00,24.3,74
2022-09-01 06:12:00,24.3,74
2022-09-01 06:27:00,24.2,73.9
2022-09-01 06:42:00,24.2,73.9
2022-09-01 06:57:00,24.1,73.9
2022-09-01 07:12:00,24,73.8
2022-09-01 07:27:00,24,73.8
2022-09-01 07:42:00,23.9,73.7
2022-09-01 07:57:00,23.9,73.7
2022-09-01 08:12:00,23.8,73.6
2022-09-01 08:27:00,23.7,73.6
2022-09-01 08:42:00,23.6,73.6
2022-09-01 08:57:00,23.5,73.5
2022-09-01 09:12:00,23.5,73.5
2022-09-01 09:27:00,23.3,73.5
2022-09-01 09:42:00,23.3,73.4
2022-09-01 09:57:00,23.2,73.4
2022-09-01 10:12:00,23,73.3
2022-09-01 10:27:00,23,73.3
2022-09-01 10:42:00,22.9,73.3
2022-09-01 10:57:00,22.8,73.3
2022-09-01 11:12:00,22.7,73.3
2022-09-01 11:27:00,22.6,73.2
2022-09-01 11:42:00,22.5,73.2
2022-09-01 11:57:00,22.4,73.1
2022-09-01 12:12:00,22.3,73.1
2022-09-01 12:27:00,22.2,73.1
2022-09-01 12:42:00,22.1,73.1
2022-09-01 12:57:00,22,73
2022-09-01 13:12:00,21.9,73
2022-09-01 13:27:00,21.8,73
2022-09-01 13:42:00,21.7,73
2022-09-01 13:57:00,21.6,72.9
2022-09-01 14:12:00,21.5,72.9
2022-09-01 14:27:00,21.5,72.9
2022-09-01 14:42:00,21.4,72.9
2022-09-01 14:57:00,21.3,72.8
2022-09-01 15:12:00,21.2,72.8
2022-09-01 15:27:00,21.1,72.8
2022-09-01 15:42:00,21,72.8
2022-09-01 15:57:00,21,72.8
2022-09-01 16:12:00,20.9,72.9
2022-09-01 16:27:00,20.8,72.9
2022-09-01 16:42:00,20.8,73
2022-09-01 16:57:00,20.8,73.1
2022-09-01 17:12:00,20.8,73.3
2022-09-01 17:27:00,20.9,73.4
2022-09-01 17:42:00,21,73.5
2022-09-01 17:57:00,21,73.6
2022-09-01 18:12:00,21.1,73.6
2022-09-01 18:27:00,21.2,73.7
2022-09-01 18:42:00,21.3,73.8
2022-09-01 18:57:00,21.4,73.9
2022-09-01 19:12:00,21.4,73.9
2022-09-01 19:27:00,21.5,73.9
2022-09-01 19:42:00,21.6,74
2022-09-01 19:57:00,21.7,74
2022-09-01 20:12:00,21.8,74
2022-09-01 20:27:00,21.9,74.1
2022-09-01 20:42:00,22,74.1
2022-09-01 20:57:00,22.1,74.1
2022-09-01 21:12:00,22.1,74.2
2022-09-01 21:27:00,22.3,74.2
2022-09-01 21:42:00,22.4,74.3
2022-09-01 21:57:00,22.5,74.4
2022-09-01 22:12:00,22.6,74.5
2022-09-01 22:27:00,22.8,74.5
2022-09-01 22:42:00,22.9,74.6
2022-09-01 22:57:00,23,74.6
2022-09-01 23:12:00,23.1,74.6
2022-09-01 23:27:00,23.2,74.7
2022-09-01 23:42:00,23.3,74.7
2022-09-01 23:57:00,23.4,74.7
2022-09-02 00:12:00,23.5,74.7
2022-09-02 00:27:00,23.6,74.7
2022-09-02 00:42:00,23.7,74.8
2022-09-02 00:57:00,23.8,74.8
2022-09-02 01:12:00,23.9,74.9
2022-09-02 01:27:00,24,74.9
2022-09-02 01:42:00,24.1,74.9
2022-09-02 01:57:00,24.2,74.9
2022-09-02 02:12:00,24.3,74.9
2022-09-02 02:27:00,24.4,75
2022-09-02 02:42:00,24.5,74.9
2022-09-02 02:57:00,24.5,74.9
2022-09-02 03:12:00,24.6,74.9
2022-09-02 03:27:00,24.6,74.8
2022-09-02 03:42:00,24.7,74.9
2022-09-02 03:57:00,24.7,74.9
2022-09-02 04:12:00,24.7,74.8
2022-09-02 04:27:00,24.8,74.7
2022-09-02 04:42:00,24.8,74.7
2022-09-02 04:57:00,24.8,74.7
2022-09-02 05:12:00,24.8,74.6
2022-09-02 05:27:00,24.8,74.6
2022-09-02 05:42:00,24.7,74.5
2022-09-02 05:57:00,24.7,74.5
2022-09-02 06:12:00,24.6,74.5
2022-09-02 06:27:00,24.6,74.4
2022-09-02 06:42:00,24.5,74.4
2022-09-02 06:57:00,24.5,74.4
2022-09-02 07:12:00,24.5,74.3
2022-09-02 07:27:00,24.4,74.2
2022-09-02 07:42:00,24.2,74.1
2022-09-02 07:57:00,24.1,74.1
2022-09-02 08:12:00,24.1,74.1
2022-09-02 08:27:00,24,74.1
2022-09-02 08:42:00,24,74.1
2022-09-02 08:57:00,23.9,74.1
2022-09-02 09:12:00,23.8,74
2022-09-02 09:27:00,23.7,74
2022-09-02 09:42:00,23.7,74
2022-09-02 09:57:00,23.6,74
2022-09-02 10:12:00,23.5,73.9
2022-09-02 10:27:00,23.4,73.9
2022-09-02 10:42:00,23.4,73.8
2022-09-02 10:57:00,23.2,73.8
2022-09-02 11:12:00,23.2,73.8
2022-09-02 11:27:00,23.1,73.8
2022-09-02 11:42:00,23,73.7
2022-09-02 11:57:00,23,73.7
2022-09-02 12:12:00,22.9,73.7
2022-09-02 12:27:00,22.8,73.7
2022-09-02 12:42:00,22.6,73.6
2022-09-02 12:57:00,22.5,73.6
2022-09-02 13:12:00,22.5,73.5
2022-09-02 13:27:00,22.4,73.5
2022-09-02 13:42:00,22.3,73.5
2022-09-02 13:57:00,22.2,73.5
2022-09-02 14:12:00,22.1,73.4
2022-09-02 14:27:00,22,73.4
2022-09-02 14:42:00,22,73.4
2022-09-02 14:57:00,21.8,73.4
2022-09-02 15:12:00,21.8,73.4
2022-09-02 15:27:00,21.7,73.4
2022-09-02 15:42:00,21.6,73.4
2022-09-02 15:57:00,21.6,73.5
2022-09-02 16:12:00,21.5,73.5
2022-09-02 16:27:00,21.5,73.5
2022-09-02 16:42:00,21.5,73.6
2022-09-02 16:57:00,21.5,73.7
2022-09-02 17:12:00,21.5,73.7
2022-09-02 17:27:00,21.5,73.7
2022-09-02 17:42:00,21.5,73.8
2022-09-02 17:57:00,21.5,73.9
2022-09-02 18:12:00,21.6,74
2022-09-02 18:27:00,21.7,74.1
2022-09-02 18:42:00,21.8,74.2
2022-09-02 18:57:00,21.9,74.3
2022-09-02 19:12:00,22,74.3
2022-09-02 19:27:00,22,74.3
2022-09-02 19:42:00,22,74.3
2022-09-02 19:57:00,22.1,74.3
2022-09-02 20:12:00,22.1,74.3
2022-09-02 20:27:00,22.2,74.3
2022-09-02 20:42:00,22.2,74.3
2022-09-02 20:57:00,22.3,74.3
2022-09-02 21:12:00,22.4,74.3
2022-09-02 21:27:00,22.4,74.4
2022-09-02 21:42:00,22.5,74.5
2022-09-02 21:57:00,22.5,74.5
2022-09-02 22:12:00,22.6,74.6
2022-09-02 22:27:00,22.7,74.6
2022-09-02 22:42:00,22.8,74.6
2022-09-02 22:57:00,23,74.7
2022-09-02 23:12:00,23,74.7
2022-09-02 23:27:00,23.1,74.7
2022-09-02 23:42:00,23.1,74.7
2022-09-02 23:57:00,23.2,74.7
2022-09-03 00:12:00,23.3,74.8
2022-09-03 00:27:00,23.3,74.8
2022-09-03 00:42:00,23.4,74.8
2022-09-03 00:57:00,23.5,74.8
2022-09-03 01:12:00,23.5,74.8
2022-09-03 01:27:00,23.6,74.8
2022-09-03 01:42:00,23.7,74.9
2022-09-03 01:57:00,23.8,74.9
2022-09-03 02:12:00,23.8,74.9
2022-09-03 02:27:00,23.9,74.9
2022-09-03 02:42:00,23.9,74.9
2022-09-03 02:57:00,24,74.9
2022-09-03 03:12:00,24,74.9
2022-09-03 03:27:00,24,74.9
2022-09-03 03:42:00,24.1,74.9
2022-09-03 03:57:00,24.1,74.8
2022-09-03 04:12:00,24.1,74.7
2022-09-03 04:27:00,24.1,74.7
2022-09-03 04:42:00,24.1,74.7
2022-09-03 04:57:00,24.1,74.7
2022-09-03 05:12:00,24.1,74.7
2022-09-03 05:27:00,24.1,74.6
2022-09-03 05:42:00,24.1,74.6
2022-09-03 05:57:00,24.1,74.6
2022-09-03 06:12:00,24,74.6
2022-09-03 06:27:00,24,74.6
2022-09-03 06:42:00,24,74.6
2022-09-03 06:57:00,24,74.5
2022-09-03 07:12:00,23.9,74.4
2022-09-03 07:27:00,23.9,74.4
2022-09-03 07:42:00,23.8,74.4
2022-09-03 07:57:00,23.8,74.3
2022-09-03 08:12:00,23.7,74.3
2022-09-03 08:27:00,23.6,74.3
2022-09-03 08:42:00,23.6,74.2
2022-09-03 08:57:00,23.5,74.2
2022-09-03 09:12:00,23.5,74.2
2022-09-03 09:27:00,23.4,74.2
2022-09-03 09:42:00,23.3,74.1
2022-09-03 09:57:00,23.2,74.1
2022-09-03 10:12:00,23.1,74.1
2022-09-03 10:27:00,23.1,74.1
2022-09-03 10:42:00,23,74.1
2022-09-03 10:57:00,23,74
2022-09-03 11:12:00,22.9,74
2022-09-03 11:27:00,22.8,74
2022-09-03 11:42:00,22.7,73.9
2022-09-03 11:57:00,22.6,73.9
2022-09-03 12:12:00,22.6,73.9
2022-09-03 12:27:00,22.5,73.9
2022-09-03 12:42:00,22.5,73.9
2022-09-03 12:57:00,22.4,73.8
2022-09-03 13:12:00,22.3,73.8
2022-09-03 13:27:00,22.2,73.8
2022-09-03 13:42:00,22.1,73.8
2022-09-03 13:57:00,22,73.8
2022-09-03 14:12:00,22,73.8
2022-09-03 14:27:00,21.9,73.7
2022-09-03 14:42:00,21.9,73.7
2022-09-03 14:57:00,21.8,73.7
2022-09-03 15:12:00,21.7,73.7
2022-09-03 15:27:00,21.6,73.7
2022-09-03 15:42:00,21.6,73.7
2022-09-03 15:57:00,21.5,73.7
2022-09-03 16:12:00,21.5,73.8
2022-09-03 16:27:00,21.5,73.8
2022-09-03 16:42:00,21.5,73.9
2022-09-03 16:57:00,21.5,73.9
2022-09-03 17:12:00,21.5,74
2022-09-03 17:27:00,21.5,74.1
2022-09-03 17:42:00,21.5,74.2
2022-09-03 17:57:00,21.6,74.3
2022-09-03 18:12:00,21.7,74.4
2022-09-03 18:27:00,21.8,74.5
2022-09-03 18:42:00,21.9,74.6
2022-09-03 18:57:00,22,74.6
2022-09-03 19:12:00,22.1,74.8
2022-09-03 19:27:00,22.3,74.9
2022-09-03 19:42:00,22.4,74.8
2022-09-03 19:57:00,22.5,74.8
2022-09-03 20:12:00,22.5,74.8
2022-09-03 20:27:00,22.6,74.8
2022-09-03 20:42:00,22.8,74.9
2022-09-03 20:57:00,22.9,74.9
2022-09-03 21:12:00,23,75
2022-09-03 21:27:00,23,75
2022-09-03 21:42:00,23.1,75
2022-09-03 21:57:00,23.2,75.1
2022-09-03 22:12:00,23.3,75.1
2022-09-03 22:27:00,23.5,75.2
2022-09-03 22:42:00,23.6,75.3
2022-09-03 22:57:00,23.7,75.3
2022-09-03 23:12:00,23.8,75.3
2022-09-03 23:27:00,23.8,75.3
2022-09-03 23:42:00,24,75.3
2022-09-03 23:57:00,24,75.3
2022-09-04 00:12:00,24.1,75.3
2022-09-04 00:27:00,24.2,75.3
2022-09-04 00:42:00,24.3,75.3
2022-09-04 00:57:00,24.4,75.4
2022-09-04 01:12:00,24.4,75.4
2022-09-04 01:27:00,24.5,75.5
2022-09-04 01:42:00,24.6,75.5
2022-09-04 01:57:00,24.7,75.5
2022-09-04 02:12:00,24.8,75.5
2022-09-04 02:27:00,24.9,75.5
2022-09-04 02:42:00,24.9,75.5
2022-09-04 02:57:00,25,75.5
2022-09-04 03:12:00,25.1,75.5
2022-09-04 03:27:00,25.1,75.4
2022-09-04 03:42:00,25.2,75.5
2022-09-04 03:57:00,25.3,75.6
2022-09-04 04:12:00,25.3,75.5
2022-09-04 04:27:00,25.3,75.4
2022-09-04 04:42:00,25.4,75.4
2022-09-04 04:57:00,25.4,75.3
2022-09-04 05:12:00,25.3,75.2
2022-09-04 05:27:00,25.4,75.2
2022-09-04 05:42:00,25.3,75.2
2022-09-04 05:57:00,25.3,75.1
2022-09-04 06:12:00,25.3,75.1
2022-09-04 06:27:00,25.2,75.1
2022-09-04 06:42:00,25.2,75.1
2022-09-04 06:57:00,25.1,75
2022-09-04 07:12:00,25.1,75
2022-09-04 07:27:00,25,74.8
2022-09-04 07:42:00,25,74.8
2022-09-04 07:57:00,24.9,74.8
2022-09-04 08:12:00,24.9,74.7
2022-09-04 08:27:00,24.8,74.7
2022-09-04 08:42:00,24.7,74.7
2022-09-04 08:57:00,24.6,74.6
2022-09-04 09:12:00,24.5,74.6
2022-09-04 09:27:00,24.5,74.6
2022-09-04 09:42:00,24.4,74.6
2022-09-04 09:57:00,24.3,74.5
2022-09-04 10:12:00,24.2,74.5
2022-09-04 10:27:00,24.1,74.5
2022-09-04 10:42:00,24.1,74.4
2022-09-04 10:57:00,24,74.4
2022-09-04 11:12:00,23.9,74.4
2022-09-04 11:27:00,23.9,74.4
2022-09-04 11:42:00,23.8,74.3
2022-09-04 11:57:00,23.7,74.3
2022-09-04 12:12:00,23.6,74.2
2022-09-04 12:27:00,23.5,74.2
2022-09-04 12:42:00,23.5,74.2
2022-09-04 12:57:00,23.4,74.2
2022-09-04 13:12:00,23.3,74.1
2022-09-04 13:27:00,23.2,74.1
2022-09-04 13:42:00,23.1,74.1
2022-09-04 13:57:00,23,74
2022-09-04 14:12:00,23,74
2022-09-04 14:27:00,22.9,74
2022-09-04 14:42:00,22.8,74
2022-09-04 14:57:00,22.7,73.9
2022-09-04 15:12:00,22.6,73.9
2022-09-04 15:27:00,22.5,73.9
2022-09-04 15:42:00,22.5,73.9
2022-09-04 15:57:00,22.4,73.8
2022-09-04 16:12:00,22.3,73.9
2022-09-04 16:27:00,22.2,73.9
2022-09-04 16:42:00,22.2,73.9
2022-09-04 16:57:00,22.2,74
2022-09-04 17:12:00,22.2,74.1
2022-09-04 17:27:00,22.2,74.1
2022-09-04 17:42:00,22.2,74.3
2022-09-04 17:57:00,22.2,74.4
2022-09-04 18:12:00,22.4,74.7
2022-09-04 18:27:00,22.5,74.9
2022-09-04 18:42:00,22.7,75.1
2022-09-04 18:57:00,22.9,75.2
2022-09-04 19:12:00,23,75.1
2022-09-04 19:27:00,23.1,75.1
2022-09-04 19:42:00,23.1,75
2022-09-04 19:57:00,23.2,75
2022-09-04 20:12:00,23.3,75
2022-09-04 20:27:00,23.4,75
2022-09-04 20:42:00,23.5,75
2022-09-04 20:57:00,23.5,75
2022-09-04 21:12:00,23.6,75.1
2022-09-04 21:27:00,23.7,75.1
2022-09-04 21:42:00,23.8,75.1
2022-09-04 21:57:00,23.9,75.2
2022-09-04 22:12:00,24,75.2
2022-09-04 22:27:00,24,75.2
2022-09-04 22:42:00,24.1,75.2
2022-09-04 22:57:00,24.2,75.3
2022-09-04 23:12:00,24.3,75.3
2022-09-04 23:27:00,24.4,75.3
2022-09-04 23:42:00,24.5,75.3
2022-09-04 23:57:00,24.6,75.3
2022-09-05 00:12:00,24.6,75.3
2022-09-05 00:27:00,24.7,75.4
2022-09-05 00:42:00,24.8,75.4
2022-09-05 00:57:00,24.9,75.5
2022-09-05 01:12:00,25,75.4
2022-09-05 01:27:00,25,75.4
2022-09-05 01:42:00,25.1,75.5
2022-09-05 01:57:00,25.2,75.5
2022-09-05 02:12:00,25.4,75.5
2022-09-05 02:27:00,25.4,75.5
2022-09-05 02:42:00,25.5,75.5
2022-09-05 02:57:00,25.5,75.5
2022-09-05 03:12:00,25.6,75.5
2022-09-05 03:27:00,25.6,75.5
2022-09-05 03:42:00,25.7,75.4
2022-09-05 03:57:00,25.7,75.4
2022-09-05 04:12:00,25.8,75.4
2022-09-05 04:27:00,25.8,75.4
2022-09-05 04:42:00,25.8,75.3
2022-09-05 04:57:00,25.8,75.3
2022-09-05 05:12:00,25.8,75.2
2022-09-05 05:27:00,25.9,75.2
2022-09-05 05:42:00,25.9,75.2
2022-09-05 05:57:00,25.8,75.2
2022-09-05 06:12:00,25.8,75.2
2022-09-05 06:27:00,25.9,75.2
2022-09-05 06:42:00,25.8,75.1
2022-09-05 06:57:00,25.8,75.1
2022-09-05 07:12:00,25.8,75
2022-09-05 07:27:00,25.7,75
2022-09-05 07:42:00,25.7,74.9
2022-09-05 07:57:00,25.6,74.9
2022-09-05 08:12:00,25.6,74.8
2022-09-05 08:27:00,25.5,74.8
2022-09-05 08:42:00,25.5,74.7
2022-09-05 08:57:00,25.5,74.7
2022-09-05 09:12:00,25.4,74.7
2022-09-05 09:27:00,25.3,74.6
2022-09-05 09:42:00,25.2,74.6
2022-09-05 09:57:00,25.2,74.6
2022-09-05 10:12:00,25.2,74.6
2022-09-05 10:27:00,25.1,74.5
2022-09-05 10:42:00,25,74.4
2022-09-05 10:57:00,24.9,74.4
2022-09-05 11:12:00,24.9,74.4
2022-09-05 11:27:00,24.8,74.4
2022-09-05 11:42:00,24.7,74.4
2022-09-05 11:57:00,24.7,74.4
2022-09-05 12:12:00,24.6,74.3
2022-09-05 12:27:00,24.5,74.3
2022-09-05 12:42:00,24.5,74.3
2022-09-05 12:57:00,24.5,74.3
2022-09-05 13:12:00,24.4,74.2
2022-09-05 13:27:00,24.3,74.2
2022-09-05 13:42:00,24.2,74.1
2022-09-05 13:57:00,24.1,74.1
2022-09-05 14:12:00,24.1,74.1
2022-09-05 14:27:00,24,74
2022-09-05 14:42:00,23.9,74
2022-09-05 14:57:00,23.9,74
2022-09-05 15:12:00,23.8,73.9
2022-09-05 15:27:00,23.7,73.9
2022-09-05 15:42:00,23.6,73.9
2022-09-05 15:57:00,23.6,73.8
2022-09-05 16:12:00,23.5,74
2022-09-05 16:27:00,23.5,74.1
2022-09-05 16:42:00,23.5,74.2
2022-09-05 16:57:00,23.5,74.2
2022-09-05 17:12:00,23.5,74.2
2022-09-05 17:27:00,23.5,74.3
2022-09-05 17:42:00,23.6,74.3
2022-09-05 17:57:00,23.6,74.4
2022-09-05 18:12:00,23.7,74.5
2022-09-05 18:27:00,23.8,74.6
2022-09-05 18:42:00,23.9,74.6
2022-09-05 18:57:00,23.9,74.7
